Job Title,Company,Salary,Experience,City,Skills
Sale IT (Tiếng Anh),CÔNG TY CP NGHIÊN CỨU VÀ PHÁT TRIỂN FABBI,Thỏa thuận,Dưới 1 năm,Nhật Bản,"Tiếng An..., Nghỉ thứ 7, B2B"
Sales IT Tiếng Nhật,CÔNG TY CP NGHIÊN CỨU VÀ PHÁT TRIỂN FABBI,Thỏa thuận,1 năm,Nhật Bản,"Tiếng Nh..., Nghỉ thứ 7, B2B"
IT Comtor Tiếng Nhật,CÔNG TY CP NGHIÊN CỨU VÀ PHÁT TRIỂN FABBI,Thỏa thuận,1 năm,Nhật Bản,"IT Comtor, 1 n..., Nghỉ thứ 7"
Business Analyst,CÔNG TY CP NGHIÊN CỨU VÀ PHÁT TRIỂN FABBI,Thỏa thuận,3 năm,Nhật Bản,Ng...
Chuyên Viên Kinh Doanh,CÔNG TY CỔ PHẦN ECOIT,Thỏa thuận,2 năm,Hà Nội,"B2C, Tu..., B2B, IT - Phần mềm"
Product Owner (RPA Product),"Pro
FPT IS",Thỏa thuận,Trên 5 năm,Hà Nội,"T..., Nghỉ thứ 7"
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN THỜI TRANG H VÀ A,Thỏa thuận,1 năm,Hà Nội,May mặc ...
Nhân Viên Kinh Doanh Phần Mềm,CHI NHÁNH GIẢI PHÁP CÔNG NGHỆ TRE - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI TNG,Thỏa thuận,1 năm,Thái Nguyên (mới),B2B
Team Leader Pentest - ANTT,NGÂN HÀNG TM TNHH MTV KỶ NGUYÊN THỊNH VƯỢNG,Thỏa thuận,Trên 5 năm,Hà Nội,An ninh m...
Sales B2B/ Account Manager,CÔNG TY TNHH THAKRAL ONE CHI NHÁNH HÀ NỘI,Thỏa thuận,2 năm,Hà Nội & Hồ Chí Minh (mới),Direct S...
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN TIN HỌC MAI HOÀNG,Thỏa thuận,1 năm,Hà Nội,1 năm ki...
Chuyên Viên 2D Artist & Design,"Pro
TỔ CHỨC GIÁO DỤC FPT",Thỏa thuận,1 năm,Hà Nội,1 năm ki...
Nhân Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN GIẢI PHÁP DOANH NGHIỆP TOÀN CẦU,Thỏa thuận,1 năm,Hà Nội,"IT - P..., Direct Sales, B2B"
Nhân Viên Kinh Doanh DMS & ERP,CÔNG TY CỔ PHẦN GIẢI PHÁP DOANH NGHIỆP TOÀN CẦU,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Nghỉ ..., B2B, IT - Phần mềm"
Nhân Viên Kỹ Thuật Và Công Nghệ,CÔNG TY CỔ PHẦN ĐẦU TƯ 3A,Thỏa thuận,3 năm,Hà Nội,Tuổi ...
Senior Mobile Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Thỏa thuận,3 năm,Hà Nội,"3..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Kinh Doanh B2B,CÔNG TY TNHH EDTECH COLE,Thỏa thuận,1 năm,Hà Nội,"B2B, C..."
Intern Product Design,CÔNG TY CỔ PHẦN ECO MOBILE,Thỏa thuận,Không yêu cầu,Thỏa thuận,Thiết kế...
SI Project Manager,SVTECH,Thỏa thuận,2 năm,Hà Nội,
Tư Vấn Giải Pháp Digital Chốt Deal Data Có Sẵn,CÔNG TY TNHH DỊCH VỤ SIÊU TỐC VIỆT,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),"Online Sales, IT - P..., B2B"
Effect-Animation (Unity),CÔNG TY TNHH THANKSLAB VIỆT NAM,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"3 năm kinh ..., IT - Phần mềm"
Sales Account Executive,CÔNG TY CP CÔNG NGHỆ HQSOFT,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"1 năm..., B2B, IT - Phần mềm"
Monetization Optimizer (Có Kinh Nghiệm Mobile App),CÔNG TY CỔ PHẦN CÔNG NGHỆ BETASOFT,Thỏa thuận,Dưới 1 năm,Hà Nội,I...
AI Team Leader,CÔNG TY CỔ PHẦN SCUTI,Thỏa thuận,5 năm,Hà Nội,"5..., Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ MOBIWORK VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,"Có hỗ..., B2B, IT - Phần mềm"
R&D Thiết Kế Sản Phẩm Trầm Hương,CÔNG TY CỔ PHẦN THIÊN MỘC HƯƠNG,Thỏa thuận,2 năm,Hồ Chí Minh (mới),Thiết kế...
Bridge System Engineer (BrSE),CTY TNHH THUNDERSOFT VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ 7
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN TRÚC LÂM TRẦM TUỆ,Thỏa thuận,Dưới 1 năm,Hà Nội,Mỹ thuật...
Nhân Viên Designer,CÔNG TY CỔ PHẦN BẤT ĐỘNG SẢN VHS,Thỏa thuận,1 năm,Hưng Yên (mới),1 năm ki...
Chuyên Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ MOBIWORK VIỆT NAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"Có hỗ..., B2B, IT - Phần mềm"
Graphic Design,CÔNG TY CỔ PHẦN QUẢNG CÁO VÀ TRUYỀN THÔNG IDOO,Thỏa thuận,1 năm,Hà Nội,Nghỉ thứ...
IT Infrastructure Executive,CÔNG TY ĐẤU GIÁ HỢP DANH VIỆT NAM,Thỏa thuận,5 năm,Hà Nội,An ninh mạng
IT Business Analyst (Payment App Banking),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,2 năm,Hà Nội,IT...
Sales Executive,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIẢI PHÁP VIỆT,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Direct S...
"Graphic Designer (Bao Gói, Tem Nhãn SP)",CÔNG TY CỔ PHẦN GCOOL,Thỏa thuận,1 năm,Hà Nội,In ấn / ...
Chuyên Viên Kinh Doanh (Tên Miền-Hosting-Server),CÔNG TY TNHH P.A VIỆT NAM,Thỏa thuận,1 năm,Hồ Chí Minh (mới) & Hà Nội,Telesale...
Designer Mảng Event,CÔNG TY CỔ PHẦN SỰ KIỆN VIETPOWER,Thỏa thuận,1 năm,Hà Nội,Marketin...
Nhân Viên Graphic Designer ( Biết Edit Video),CÔNG TY CỔ PHẦN KOSEI VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội,Dưới 1 n...
Nhân Viên Kinh Doanh Phần Mềm FluentGo,CÔNG TY TNHH CÔNG NGHỆ MK1 VIỆT NAM,Thỏa thuận,Dưới 1 năm,Hà Nội,"Online Sa..., Direct Sales"
Nhân Viên Thiết Kế Đồ Họa Phòng Truyền Thông,VIỆN NGHIÊN CỨU VÀ PHÁT TRIỂN SẢN PHẨM THIÊN NHIÊN,Thỏa thuận,1 năm,Hà Nội,Y tế / D...
Kỹ Sư Khôi Phục Dữ Liệu (Sửa Chữa Máy Tính ),"Pro
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ FSI",Thỏa thuận,3 năm,Hà Nội,Nghỉ ...
Network Operations Engineer,"Pro
CÔNG TY TNHH MTV VIỄN THÔNG QUỐC TẾ FPT",Thỏa thuận,2 năm,Hà Nội,An ninh mạng
Software Architect Lead,"Pro
CÔNG TY TÀI CHÍNH TNHH HD SAISON",Thỏa thuận,5 năm,Hồ Chí Minh (mới),"Ngân hàng, IT - Phần mềm"
AI Engineer (English Required),CÔNG TY CỔ PHẦN OMINEXT,Thỏa thuận,3 năm,Hà Nội,"3 năm ..., AI Engineer, Nghỉ thứ 7, IT - Phần mềm"
Giáo Viên Part-Time - Sinh Viên Ngành Công Nghệ Thông Tin/Kỹ Thuật Điện Tử/ Tự Động Hoá [Hải Phòng],CÔNG TY CỔ PHẦN CÔNG NGHỆ & SÁNG TẠO TRẺ TEKY HOLDINGS,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Không ..., IT - Phần mềm"
Nhân Viên Chăm Sóc Khách Hàng,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),Online S...
Kỹ Sư Giải Pháp DevSecOps - Hà Nội,CÔNG TY CỔ PHẦN TƯ VẤN VÀ DỊCH VỤ CÔNG NGHỆ ASIC,Thỏa thuận,2 năm,Hà Nội,
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN 1OFFICE,Thỏa thuận,1 năm,Hà Nội,Thiết kế...
Senior Mobile Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PREP,Thỏa thuận,3 năm,Hà Nội,"Giáo dục / ..., IT - Phần mềm"
Business Analyst (JLPT N2+),FPT SOFTWARE,Thỏa thuận,2 năm,Đà Nẵng (mới),IT...
Trưởng Nhóm Triển Khai Giải Pháp Phần Mềm DMS,CÔNG TY CỔ PHẦN GIẢI PHÁP DOANH NGHIỆP TOÀN CẦU,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"IT Consultant, Nghỉ thứ 7, Tuổi..., IT - Phần mềm"
Nhân Viên Kỹ Thuật Dự Án/Pre-Sales,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THIẾT BỊ CÔNG NGHỆ HTC,Thỏa thuận,1 năm,Hà Nội,IT - ...
Nhân Viên Sales - Phần Mềm/Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN CÔNG NGHỆ DỊCH VỤ MITEK,Thỏa thuận,1 năm,Hồ Chí Minh (mới),"T..., B2B"
Nhân Viên Kinh Doanh (Thiết Bị + Giải Pháp CNTT),CÔNG TY TNHH CÔNG NGHỆ HỒNG CƠ,Thỏa thuận,2 năm,Hồ Chí Minh (mới),B2B
Nhân Viên Design Marketing,CÔNG TY CỔ PHẦN NECIMATECH GROUP,Thỏa thuận,1 năm,Hà Nội,Thiết kế...
Thiết Kế Thumbnail Youtube,CÔNG TY TNHH ĐẦU TƯ CÔNG NGHỆ FUTURE MEDIA,Thỏa thuận,1 năm,Hà Nội,
Data Tester (Core Banking),CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,"Tài chính, Ngân hàng, Manual Tester, IT - Phần..."
Nhân Viên Tư Vấn Website,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Thỏa thuận,Direct S...
Nhân Viên Đạo Cụ DIY/ Handmade,CÔNG TY CỔ PHẦN FUTURE MEDIA,Thỏa thuận,Dưới 1 năm,Hà Nội,Tuổi 18 ...
Performance Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,Ngh...
Automation Tester,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,3 năm,Hà Nội,Nghỉ thứ 7
Data Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ ALPHAWAY,Thỏa thuận,2 năm,Hà Nội,"Data Engineer, Nghỉ thứ 7"
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN TAKEUNI VIỆT NAM,Thỏa thuận,3 năm,Hà Nội,3 năm ki...
Nhân Viên Kinh Doanh Dự Án Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,3 năm,Hà Nội,"B2C, B2B, B2G"
Process Quality Assurance PQA,CÔNG TY CỔ PHẦN CÔNG NGHỆ SECOMUS,Thỏa thuận,2 năm,Hà Nội,IT - Phần...
3D Asset Optimization Specialist(Realtime & Speed),CÔNG TY TNHH OPTIMIZER VIỆT NAM,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"3D Modeler, IT - Phần mềm"
Nhân Viên Kinh Doanh Máy Chủ Và Linh Kiện Máy Chủ,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,Dưới 1 năm,Hà Nội,IT - ...
Nhân Viên Kinh Doanh Phân Phối,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,2 năm,Hà Nội,"B2C, B2..., Direct Sales, B2B"
Kinh Doanh Dự Án Công Nghệ Thông Tin,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,2 năm,Hà Nội,"B2C, B2..., Direct Sales, B2B"
Nhân Viên Kinh Doanh Bán Lẻ Sản Phẩm CNTT,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,1 năm,Hà Nội,"B2C, IT - Phần c..., B2B, B2G"
Nhân Viên Kinh Doanh Dịch Vụ Cloud Và IDC,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Direct S...
Nhân Viên Kinh Doanh Dự Án CNTT,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"An ni..., Direct Sales, B2G"
Nhân Viên Kinh Doanh Bán Lẻ Linh Kiện CNTT,CÔNG TY CỔ PHẦN VDO,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"B2C, Direct Sales, B2B"
Nhân Viên Kinh Doanh,CÔNG TY CỔ PHẦN ECOIT,Thỏa thuận,3 năm,Hà Nội,"IT - ..., IT - Phần mềm, B2G"
Junior Graphic Designer,UPTIK COMPANY LIMITED,Thỏa thuận,1 năm,Hồ Chí Minh (mới),IT - Phầ...
IOS Developer,CÔNG TY TNHH NOVABYTE SOFTWARE,Thỏa thuận,3 năm,Hà Nội,"B2C, Nghỉ thứ 7, 3 năm ki..."
Graphic Designer,CÔNG TY CỔ PHẦN TẬP ĐOÀN TRUYỀN THÔNG VÀ CÔNG NGHỆ IGC,Thỏa thuận,2 năm,Hà Nội,Bán lẻ -...
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN ĐẦU TƯ VNX HOLDING,Thỏa thuận,2 năm,Phú Thọ (mới),Thi...
Cobol Developer (Teamlead),CÔNG TY CỔ PHẦN GMO-Z.COM RUNSYSTEM,Thỏa thuận,Trên 5 năm,Hồ Chí Minh (mới),"Nghỉ thứ 7, IT - Phần mềm"
R&D Engineer,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Thỏa thuận,2 năm,Hồ Chí Minh (mới),
UA Marketing (Kinh Nghiệm 6 Tháng Mảng Mobile App),CÔNG TY CỔ PHẦN CÔNG NGHỆ BETASOFT,Thỏa thuận,Dưới 1 năm,Hà Nội,"Dưới 1 nă..., Chạy Ads, Nghỉ thứ 7, IT - Phần mềm"
Thực Tập Sinh Thiết Kế Đồ Họa,CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI QUỐC TẾ QUANG DƯƠNG,Thỏa thuận,Dưới 1 năm,Hải Phòng (mới),Dưới 1 n...
Java Developer (Technical Leader),CÔNG TY CP PHẦN MỀM MOR,Thỏa thuận,3 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Kỹ Sư Quản Trị Hệ Thống (Network/System),CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ HTSC,Thỏa thuận,2 năm,Hà Nội,"IT - Phần c..., IT - Phần mềm"
Nhân Viên Thiết Kế - Phòng Marketing,"Pro
CÔNG TY TNHH YAMAHA MOTOR VIỆT NAM",Thỏa thuận,1 năm,Hà Nội,Marketin...
Tester Tiếng Nhật,CÔNG TY TNHH MUMESOFT INNOVATION,Thỏa thuận,2 năm,Hà Nội,"Tiến..., Manual Tester, Nghỉ thứ 7, IT - Phần mềm"
Game Designer (Kịch Bản Game),CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ XGAME,Thỏa thuận,2 năm,Hà Nội,"Đại Học ..., Game, Game Design"
Business Development,CÔNG TY TNHH TẬP ĐOÀN CÔNG NGHỆ WIKEX EXCHANGE,Thỏa thuận,2 năm,Hồ Chí Minh (mới),B2G
Nhân Viên Thiết Kế Design,HỘ KINH DOANH NGUYỄN THỊ BẢO NGỌC,Thỏa thuận,1 năm,Đà Nẵng (mới),Y tế / D...
Video Editor 2D Animation (Hoạt Hình Trẻ Em),CÔNG TY CỔ PHẦN ĐẦU TƯ HBR HOLDINGS,Thỏa thuận,Dưới 1 năm,Hà Nội,Phá...
Nhân Viên Kỹ Thuật Công Nghệ Thông Tin,CÔNG TY CP PHÁT TRIỂN CÔNG NGHỆ MỚI THẾ GIỚI,Thỏa thuận,1 năm,Hà Nội,IT - ...
Scrum Master,CÔNG TY CỔ PHẦN GIẢI PHÁP PHẦN MỀM BIPLUS VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"Đ..., Scrum Master, Nghỉ thứ 7"
Nhân Viên Kinh Doanh,CÔNG TY TNHH CHUYỂN ĐỔI SỐ VÀ ĐỔI MỚI SÁNG TẠO VIỆT NAM,Thỏa thuận,2 năm,Hà Nội,"Online Sa..., Direct Sales"
Nhân Viên Tư Vấn Marketing Phần Mềm Website,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Thỏa thuận,"IT - ..., B2B"
Chuyên Viên Cao Cấp UI/UX Design-Popplife - 4Z004,TẬP ĐOÀN ROX (ROX GROUP),Thỏa thuận,5 năm,Hà Nội,Nghỉ thứ...
Senior BrSE,SUN* INC. (SUN ASTERISK INC.),Thỏa thuận,4 năm,Hồ Chí Minh (mới),Đại H...
Thumbnail Designer,CÔNG TY CỔ PHẦN FOREST MUSIC GROUP,Thỏa thuận,1 năm,Hà Nội,1 năm ki...
Chuyên Viên Chính Hành Chính (Kỹ Thuật),CÔNG TY CỔ PHẦN VIỄN THÔNG ASIM,Thỏa thuận,1 năm,Hà Nội,Công ...
BrSE N2+,FPT SOFTWARE,Thỏa thuận,1 năm,Đà Nẵng (mới),"Nghỉ thứ ..., IT - Phần mềm"
Test Lead,CÔNG TY CỔ PHẦN PARALINE SOFTWARE,Thỏa thuận,4 năm,Hà Nội,"Manual Tester, Nghỉ thứ 7"
Thiết Kế Đồ Họa (Graphic Design),CÔNG TY TNHH SẢN XUẤT NHÔM TRƯỜNG THÀNH,Thỏa thuận,2 năm,Hà Nội,Sản xuất...
Senior Data Scientist (Business Machine Learning - HCM),"Pro
CÔNG TY CỔ PHẦN VIỄN THÔNG FPT",Thỏa thuận,3 năm,Hồ Chí Minh (mới),"Data Scientist, Nghỉ thứ 7"
Nhân Viên Thiết Kế,HỘ KINH DOANH CHENG,Thỏa thuận,2 năm,Hà Nội,Thiết kế...
Chuyên Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN VIETISO,Thỏa thuận,1 năm,Hà Nội,"1 năm ..., Tuổi 20 - 40, B2B"
Graphic Design,CÔNG TY TNHH PERVASEL,Thỏa thuận,Dưới 1 năm,Hà Nội,Thương m...
Giám Đốc Giải Pháp Nghiệp Vụ - TNTech - 4B039,TẬP ĐOÀN ROX (ROX GROUP),Thỏa thuận,5 năm,Hà Nội,Bấ...
Nhân Viên Kinh Doanh Phân Phối,CÔNG TY TNHH CÔNG NGHỆ SỐ TRUNG NGUYÊN,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Online Sales, Khô..., B2G"
Nhân Viên Media Designer,CÔNG TY TNHH Ô TÔ THỊNH HƯNG,Thỏa thuận,1 năm,Đà Nẵng (mới),Thiết kế...
Mid Graphic Design (Game),CÔNG TY TNHH SENSPARK,Thỏa thuận,2 năm,Hồ Chí Minh (mới),"Game, Nghỉ..."
Chuyên Gia Tư Vấn Giải Pháp Hạ Tầng Trung Tâm Dữ Liệu (DC Facilities) - TM,"Pro
FPT IS",Thỏa thuận,5 năm,Hà Nội,Nghỉ thứ 7
Chuyên Gia Tư Vấn Giải Pháp Smart City - TM,"Pro
FPT IS",Thỏa thuận,5 năm,Hà Nội,"IT Consultant, Nghỉ thứ 7"
Nhân Viên Kinh Doanh Mảng Digital Marketing,CÔNG TY TNHH AN ĐỨC TÂM,Thỏa thuận,2 năm,Hà Nội,"B2C, Telesales, IT - P..., B2B"
Nhân Viên Mua Sắm Thiết Bị Công Nghệ,CÔNG TY CỔ PHẦN VIỆN MẮT QUỐC TẾ VIỆT - NGA,Thỏa thuận,2 năm,Hà Nội,Y tế ...
Thực Tập Sinh Designer,CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO ALPHA,Thỏa thuận,Không yêu cầu,Thỏa thuận,Marketin...
Nhân Viên Thiết Kế 2D,CÔNG TY CỔ PHẦN TURN GREEN HOLDING,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Thiết kế...
Nhân Viên Kinh Doanh Digital Marketing & Công Nghệ,CÔNG TY TNHH AN ĐỨC TÂM,Thỏa thuận,2 năm,Hà Nội,"B2C, Telesales, IT - P..., B2B"
Nhân Viên Kinh Doanh Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Dưới 1 năm,Hồ Chí Minh (mới),"Telesales, Direct Sales"
Trưởng Nhóm Quản Lý Chất Lượng (PQA Leader),CÔNG TY CỔ PHẦN OMINEXT,Thỏa thuận,2 năm,Hà Nội,Nghỉ thứ ...
Nhân Viên Điều Phối Dự Án It/E-Learning,CÔNG TY CỔ PHẦN TƯ VẤN DỊCH VỤ ĐÀO TẠO AUM VIỆT NAM,Thỏa thuận,Không yêu cầu,Thỏa thuận,Thươn...
Graphic Design,CÔNG TY TNHH CELLUX INTERNATIONAL CLINIC,Thỏa thuận,3 năm,Hà Nội,3 năm ki...
Fresher Ruby On Rails,CÔNG TY CỔ PHẦN KAOPIZ SOFTWARE,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN TẬP ĐOÀN Y DƯỢC PHYTOLIFE,Thỏa thuận,1 năm,Hà Nội,Y tế / D...
Ruby Developer (Ruby On Rails),CÔNG TY CỔ PHẦN KAOPIZ HOLDINGS,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Thiết Kế Đồ Họa (2D),CÔNG TY TNHH TỔ CHỨC SỰ KIỆN VHUNTER,Thỏa thuận,1 năm,Hải Phòng (mới),1 năm ki...
Nhân Viên Thiết Kế (Designer),CÔNG TY CỔ PHẦN ĐẦU TƯ TƯƠNG LAI MỸ ANH,Thỏa thuận,1 năm,Hà Nội,Giáo dục...
Chuyên Viên Thiết Kế,CÔNG TY CỔ PHẦN SANTAV,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Marketin...
Graphic Designer,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG IIT,Thỏa thuận,Không yêu cầu,Thỏa thuận,Marketin...
Project Manager Game,CÔNG TY CỔ PHẦN EPICGOLD,Thỏa thuận,2 năm,Hà Nội,"Nghỉ thứ 7, 2 ..."
Senior Game Designer,ZITGA STUDIOS,Thỏa thuận,4 năm,Hà Nội,"Game, Game Design"
Nhân Viên Điện Plc Servo,CÔNG TY TNHH EULSUNG AUTO PACK VIỆT NAM,Thỏa thuận,3 năm,Lâm Đồng (mới),
Chuyên Viên Thiết Kế/Graphic Designer,CÔNG TY TNHH TRUYỀN THÔNG SEODO,Thỏa thuận,2 năm,Hà Nội,Marketin...
Nhân Viên Kinh Doanh/Sales,CÔNG TY CỔ PHẦN VCCORP,Thỏa thuận,1 năm,Hà Nội,"Telesa..., Direct Sales"
Nhân Viên Thiết Kế UIUX,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"T..., Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên Kinh Doanh Phầm Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,Thỏa thuận,3 năm,Hồ Chí Minh (mới),"IT - P..., Direct Sales, B2B"
Fresher Business Development,CÔNG TY CỔ PHẦN TECHLEAD,Thỏa thuận,Dưới 1 năm,Hà Nội,Dưới ...
Nhân Viên Thiết Kế Designer Agency Marketing,CÔNG TY TNHH TRUYỀN THÔNG SỰ KIỆN ALIBABA MEDIA,Thỏa thuận,Dưới 1 năm,Hà Tĩnh,Thiết kế...
Nhân Viên Thẩm Định Data Khách Hàng,CÔNG TY CỔ PHẦN VCCORP,Thỏa thuận,Dưới 1 năm,Hà Nội,"Telesales, IT - P..., B2B"
Data Solution Architect,CÔNG TY TNHH CHARTERTECH GLOBAL,Thỏa thuận,5 năm,Hà Nội,"Ngân hàng, IT - Phần mềm"
Kỹ Sư Phát Triển Phần Mềm,CÔNG TY TNHH MCNEX VINA,Thỏa thuận,1 năm,Ninh Bình (mới),Đại Họ...
Nhân Viên Kỹ Thuật,CÔNG TY CỔ PHẦN LEGOTECH,Thỏa thuận,2 năm,Hà Nội,
Nhân Viên Thiết Kế (Mức Lương Hấp Dẫn),CÔNG TY CỔ PHẦN ITM GROUP,Thỏa thuận,1 năm,Hà Nội,1 năm ki...
Nhân Viên Designer,CÔNG TY CỔ PHẦN DESI GLOBAL,Thỏa thuận,2 năm,Hà Nội,Tuổi 22 ...
Senior Packaging Designer,CÔNG TY CỔ PHẦN THIÊN MỘC HƯƠNG,Thỏa thuận,3 năm,Hồ Chí Minh (mới),Bán lẻ -...
Associate Project Manager (English C2),CÔNG TY TNHH APPEN DATA TECHNOLOGY VIỆT NAM,Thỏa thuận,1 năm,Hà Nội,"Nghỉ thứ ..., IT - Phần mềm"
Nhân Viên Thiết Kế Full-Time,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ VÀ XUẤT NHẬP KHẨU NGUYỄN CƯỜNG,Thỏa thuận,1 năm,Hồ Chí Minh (mới),Công ngh...
Trưởng Nhóm Phân Tích Nghiệp Vụ (Leader BA),CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,Thỏa thuận,5 năm,Hà Nội,IT...
SiL (Software-In-The-Loop) Internship,CÔNG TY CỔ PHẦN VIETSOL,Thỏa thuận,Không yêu cầu,Thỏa thuận,"Kỹ sư điện tử, Đạ..."
"Nhân Viên Kỹ Thuật Dịch Vụ CNTT, Mạng Lan, Camera",CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHWALL,Thỏa thuận,Dưới 1 năm,Hà Nội,IT - ...
Phân Tích Nghiệp Vụ (BA),CÔNG TY CỔ PHẦN TRUYỀN THÔNG VĂN HOÁ VIỆT,Thỏa thuận,3 năm,Hà Nội,IT...
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN ITM GROUP,Thỏa thuận,1 năm,Hà Nội,Thiết kế...
Sale IT/ Nhân Viên Kinh Doanh Dự Án (Lương 12-20 Triệu),"Pro
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT",12 - 20 Triệu,1 năm,Hà Nội & Hồ Chí Minh (mới),"B2C, B2B"
Nhân Viên Vận Hành Máy Tiện CNC,CÔNG TY TNHH ZEDER VIỆT NAM,Thỏa thuận,2 năm,Đồng Nai (mới),C...
CVCC Quản Trị Dịch Vụ CNTT Tập Đoàn,"Pro
NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG (VPBANK)",Thỏa thuận,5 năm,Hà Nội,5 năm...
Delivery Management (Digital Banking),"Pro
NGÂN HÀNG TMCP VIỆT NAM THỊNH VƯỢNG (VPBANK)",Thỏa thuận,5 năm,Hà Nội,Tài c...
